ESTU_SNIES_PRGMACADEMICO,GRUPOREFERENCIA
103930,CONTADURÍA Y AFINES
104071,ADMINISTRACIÓN Y AFINES
104081,CONTADURÍA Y AFINES
104110,BELLAS ARTES Y DISEÑO
104167,ADMINISTRACIÓN Y AFINES
104210,INGENIERÍA
104234,CONTADURÍA Y AFINES
104285,CIENCIAS SOCIALES
104286,PSICOLOGÍA
104313,EDUCACIÓN
104324,ADMINISTRACIÓN Y AFINES
104385,ADMINISTRACIÓN Y AFINES
104413,ADMINISTRACIÓN Y AFINES
104455,ADMINISTRACIÓN Y AFINES
104462,CONTADURÍA Y AFINES
104471,INGENIERÍA
104473,ADMINISTRACIÓN Y AFINES
104496,CIENCIAS SOCIALES
104497,EDUCACIÓN
104533,HUMANIDADES
104534,ADMINISTRACIÓN Y AFINES
104543,INGENIERÍA
104545,RECREACIÓN Y DEPORTES
104564,INGENIERÍA
104600,SALUD
104601,SALUD
104633,INGENIERÍA
104638,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
104639,BELLAS ARTES Y DISEÑO
104645,EDUCACIÓN
104667,HUMANIDADES
104671,ADMINISTRACIÓN Y AFINES
104676,CONTADURÍA Y AFINES
104703,ADMINISTRACIÓN Y AFINES
104747,ADMINISTRACIÓN Y AFINES
104809,ADMINISTRACIÓN Y AFINES
104878,EDUCACIÓN
104898,ADMINISTRACIÓN Y AFINES
104904,ADMINISTRACIÓN Y AFINES
104912,ADMINISTRACIÓN Y AFINES
104913,CONTADURÍA Y AFINES
104958,RECREACIÓN Y DEPORTES
104970,ADMINISTRACIÓN Y AFINES
104983,EDUCACIÓN
104984,EDUCACIÓN
104998,ADMINISTRACIÓN Y AFINES
105001,BELLAS ARTES Y DISEÑO
105015,ADMINISTRACIÓN Y AFINES
105016,ADMINISTRACIÓN Y AFINES
105056,DERECHO
105088,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
105133,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
105187,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
105216,CONTADURÍA Y AFINES
105232,CONTADURÍA Y AFINES
105259,ADMINISTRACIÓN Y AFINES
105261,ADMINISTRACIÓN Y AFINES
105309,CONTADURÍA Y AFINES
105319,ADMINISTRACIÓN Y AFINES
105346,EDUCACIÓN
105348,INGENIERÍA
105359,EDUCACIÓN
105461,INGENIERÍA
105521,INGENIERÍA
105591,INGENIERÍA
105611,ADMINISTRACIÓN Y AFINES
105614,ADMINISTRACIÓN Y AFINES
105678,CIENCIAS SOCIALES
105774,INGENIERÍA
105779,BELLAS ARTES Y DISEÑO
105793,ADMINISTRACIÓN Y AFINES
105796,BELLAS ARTES Y DISEÑO
105797,BELLAS ARTES Y DISEÑO
105953,EDUCACIÓN
105954,EDUCACIÓN
105968,INGENIERÍA
106004,BELLAS ARTES Y DISEÑO
106017,BELLAS ARTES Y DISEÑO
106052,EDUCACIÓN
106079,EDUCACIÓN
106097,BELLAS ARTES Y DISEÑO
106098,BELLAS ARTES Y DISEÑO
106118,HUMANIDADES
106191,ADMINISTRACIÓN Y AFINES
106256,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
106376,ADMINISTRACIÓN Y AFINES
106481,INGENIERÍA
106510,BELLAS ARTES Y DISEÑO
106552,"COMUNICACIÓN, PERIODISMO Y PUBLICIDAD"
